Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1128299,44220,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,54,2052,1970-01-01 03:00:00.964000,0.47,Online
Foot Locker,1128299,44220,West,Wyoming,Cheyenne,Men's Apparel,42,45,1890,963.9,1970-01-01 03:00:00,Online
Foot Locker,1128299,2021-01-24 00:00:00,West,Wyoming,Cheyenne,Women's Apparel,38,116,4408,1983.6,0.44999999999999996,Online
Foot Locker,1128299,2021-02-24 00:00:00,West,Wyoming,Cheyenne,Men's Street Footwear,27,113,3051,1403.4599999999998,0.45999999999999996,Online
Foot Locker,1128299,2021-02-24 00:00:00,West,Wyoming,Cheyenne,Men's Athletic Footwear,36,105,3780,1700.9999999999998,0.44999999999999996,Online
Foot Locker,1970-01-01 03:18:48.299000,2021-02-24 00:00:00,West,Wyoming,Cheyenne,Women's Street Footwear,39,88,3432,1544.3999999999999,0.44999999999999996,Online
Foot Locker,1128299,2021-02-24 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,38,58,2204,1102,0.5,Online
Foot Locker,1128299,44251,Southeast,Virginia,Richmond,Men's Apparel,42,38,1596,877.8000000000001,0.55,Online
Foot Locker,1128299,2021-02-24 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,38,81,3078,1323.54,0.43,Online
Foot Locker,1128299,2021-03-23 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,38,143,5434,2553.98,0.47,Online
Foot Locker,1128299,2021-03-23 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,45,85,3825,1797.75,0.47,Online
Foot Locker,1128299,44278,Southeast,Virginia,Richmond,Women's Street Footwear,1970-01-01 03:00:00.052000,91,4732,2271.36,0.48,Online
Foot Locker,1128299,44278,Southeast,Virginia,Richmond,Women's Athletic Footwear,48,1970-01-01 03:00:00.065000,3120,1435.1999999999998,0.45999999999999996,Online
Foot Locker,1128299,44278,Southeast,Virginia,Richmond,Men's Apparel,51,30,1970-01-01 03:00:01.530000,795.6,0.52,Online
Foot Locker,1128299,44278,Southeast,Virginia,Richmond,Women's Apparel,49,78,3822,1970-01-01 03:00:01.605000,0.42,Online
Foot Locker,1128299,44310,Southeast,Virginia,Richmond,Men's Street Footwear,52,124,6448,3095.04,1970-01-01 03:00:00,Online
Foot Locker,1128299,2021-04-24 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,59,69,4071,1954.08,0.48,Online
Foot Locker,1128299,2021-04-24 00:00:00,Southeast,Virginia,Richmond,Women's Street Footwear,57,85,4845,2374.05,0.49,Online
Foot Locker,1128299,2021-04-24 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,42,56,2352,1105.4399999999998,0.47,Online
Foot Locker,1970-01-01 03:18:48.299000,2021-04-24 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,49,35,1715,874.65,0.51,Online
Foot Locker,1128299,2021-04-24 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,64,78,4992,2196.48,0.44,Online
Foot Locker,1128299,44341,Southeast,Virginia,Richmond,Men's Street Footwear,46,125,5750,2645,0.45999999999999996,Online
Foot Locker,1128299,2021-05-25 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,51,98,4998,2249.1,0.44999999999999996,Online
Foot Locker,1128299,2021-05-25 00:00:00,Southeast,Virginia,Richmond,Women's Street Footwear,50,88,4400,2200,0.5,Online
Foot Locker,1128299,2021-05-25 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,47,69,3243,1621.5,0.5,Online
Foot Locker,1128299,44341,Southeast,Virginia,Richmond,Men's Apparel,1970-01-01 03:00:00.044000,49,2156,1164.24,0.54,Online
Foot Locker,1128299,44341,Southeast,Virginia,Richmond,Women's Apparel,56,1970-01-01 03:00:00.152000,8512,3660.16,0.43,Online
Foot Locker,1128299,44371,Southeast,Virginia,Richmond,Men's Street Footwear,53,233,1970-01-01 03:00:12.349000,5804.03,0.47,Online
Foot Locker,1128299,44371,Southeast,Virginia,Richmond,Men's Athletic Footwear,62,176,10912,1970-01-01 03:00:05.019000,0.45999999999999996,Online
Foot Locker,1128299,44371,Southeast,Virginia,Richmond,Women's Street Footwear,73,195,14235,6832.8,1970-01-01 03:00:00,Online
Foot Locker,1128299,2021-06-24 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,72,142,10224,5009.76,0.49,Online
Foot Locker,1128299,2021-06-24 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,81,104,8424,4296.24,0.51,Online
Foot Locker,1128299,2021-06-24 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,96,182,17472,6988.8,0.4,Online
Foot Locker,1970-01-01 03:18:48.299000,2021-07-23 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,79,255,20145,10072.5,0.5,Online
Foot Locker,1128299,2021-07-23 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,81,203,16443,8221.5,0.5,Online
Foot Locker,1128299,44400,Southeast,Virginia,Richmond,Women's Street Footwear,86,182,15652,7043.4,0.44999999999999996,Online
Foot Locker,1128299,2021-07-23 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,82,149,12218,5620.28,0.45999999999999996,Online
Foot Locker,1128299,2021-07-23 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,85,162,13770,7573.500000000001,0.55,Online
Foot Locker,1128299,2021-07-23 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,96,180,17280,6912,0.4,Online
Foot Locker,1128299,44432,Southeast,Virginia,Richmond,Men's Street Footwear,1970-01-01 03:00:00.083000,240,19920,8964,0.44999999999999996,Online
Foot Locker,1128299,44432,Southeast,Virginia,Richmond,Men's Athletic Footwear,76,1970-01-01 03:00:00.202000,15352,7368.96,0.48,Online
Foot Locker,1128299,44432,Southeast,Virginia,Richmond,Women's Street Footwear,69,189,1970-01-01 03:00:13.041000,6259.679999999999,0.48,Online
Foot Locker,1128299,44432,Southeast,Virginia,Richmond,Women's Athletic Footwear,66,111,7326,1970-01-01 03:00:03.589000,0.49,Online
Foot Locker,1128299,44432,Southeast,Virginia,Richmond,Men's Apparel,64,106,6784,3459.84,1970-01-01 03:00:00,Online
Foot Locker,1128299,2021-08-24 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,73,75,5475,2299.5,0.42,Online
Foot Locker,1128299,2021-09-25 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,46,113,5198,2599,0.5,Online
Foot Locker,1128299,2021-09-25 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,52,113,5876,2702.9599999999996,0.45999999999999996,Online
Foot Locker,1970-01-01 03:18:48.299000,2021-09-25 00:00:00,Southeast,Virginia,Richmond,Women's Street Footwear,47,65,3055,1435.85,0.47,Online
Foot Locker,1128299,2021-09-25 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,54,2430,1190.7,0.49,Online
Foot Locker,1128299,44464,Southeast,Virginia,Richmond,Men's Apparel,58,56,3248,1624,0.5,Online
Foot Locker,1128299,2021-09-25 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,42,70,2940,1264.2,0.43,Online
Foot Locker,1128299,2021-10-24 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,38,102,3876,1744.1999999999998,0.44999999999999996,Online
Foot Locker,1128299,2021-10-24 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,51,142,7242,3548.58,0.49,Online
Foot Locker,1128299,44493,Southeast,Virginia,Richmond,Women's Street Footwear,1970-01-01 03:00:00.046000,95,4370,2010.1999999999998,0.45999999999999996,Online
Foot Locker,1128299,44493,Southeast,Virginia,Richmond,Women's Athletic Footwear,41,1970-01-01 03:00:00.098000,4018,1968.82,0.49,Online
Foot Locker,1128299,44493,Southeast,Virginia,Richmond,Men's Apparel,53,87,1970-01-01 03:00:04.611000,2489.94,0.54,Online
Foot Locker,1128299,44493,Southeast,Virginia,Richmond,Women's Apparel,59,102,6018,1970-01-01 03:00:02.647000,0.44,Online
Foot Locker,1128299,44524,Southeast,Virginia,Richmond,Men's Street Footwear,42,155,6510,3059.7,1970-01-01 03:00:00,Online
Foot Locker,1128299,2021-11-24 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,47,169,7943,3892.0699999999997,0.49,Online
Foot Locker,1128299,2021-11-24 00:00:00,Southeast,Virginia,Richmond,Women's Street Footwear,43,138,5934,2848.3199999999997,0.48,Online
Foot Locker,1128299,2021-11-24 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,52,113,5876,2820.48,0.48,Online
Foot Locker,1970-01-01 03:18:48.299000,2021-11-24 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,73,111,8103,4456.650000000001,0.55,Online
Foot Locker,1128299,2021-11-24 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,74,149,11026,4410.400000000001,0.4,Online
Foot Locker,1128299,44553,Southeast,Virginia,Richmond,Men's Street Footwear,60,225,13500,6345,0.47,Online
Foot Locker,1128299,2021-12-23 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,74,225,16650,7492.499999999999,0.44999999999999996,Online
Sports Direct,1128299,2021-12-23 00:00:00,Southeast,Virginia,Richmond,Women's Street Footwear,64,154,9856,4730.88,0.48,Online
Sports Direct,1128299,2021-12-23 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,67,160,10720,5360,0.5,Online
Sports Direct,1128299,44553,Southeast,Virginia,Richmond,Men's Apparel,1970-01-01 03:00:00.072000,133,9576,4883.76,0.51,Online
Sports Direct,1128299,44553,Southeast,Virginia,Richmond,Women's Apparel,82,1970-01-01 03:00:00.150000,12300,5289,0.43,Online
Sports Direct,1185732,44215,Southeast,Virginia,Richmond,Men's Street Footwear,34,203,1970-01-01 03:00:06.902000,4210.22,0.61,Online
Sports Direct,1185732,44215,Southeast,Virginia,Richmond,Men's Athletic Footwear,34,154,5236,1970-01-01 03:00:02.670000,0.51,Online
Sports Direct,1185732,44215,Southeast,Virginia,Richmond,Women's Street Footwear,23,149,3427,1370.8000000000002,1970-01-01 03:00:00,Online
Sports Direct,1185732,2021-01-19 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,29,116,3364,1682,0.5,Online
Sports Direct,1185732,2021-01-19 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,43,122,5246,2727.92,0.52,Online
Sports Direct,1185732,2021-01-19 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,33,138,4554,3096.7200000000003,0.68,Online
Sports Direct,1970-01-01 03:19:45.732000,2021-02-17 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,34,200,6800,4284,0.63,Online
Sports Direct,1185732,2021-02-17 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,33,117,3861,2007.72,0.52,Online
Sports Direct,1185732,44244,Southeast,Virginia,Richmond,Women's Street Footwear,23,150,3450,1483.5,0.43,Online
Sports Direct,1185732,2021-02-17 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,28,109,3052,1495.48,0.49,Online
Sports Direct,1185732,2021-02-17 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,41,126,5166,2841.2999999999997,0.5499999999999999,Online
Sports Direct,1185732,2021-02-17 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,33,138,4554,3051.1800000000003,0.67,Online
Sports Direct,1185732,44270,Midwest,Michigan,Detroit,Men's Street Footwear,1970-01-01 03:00:00.034000,216,7344,4479.84,0.61,Online
Sports Direct,1185732,44270,Midwest,Michigan,Detroit,Men's Athletic Footwear,32,1970-01-01 03:00:00.126000,4032,2177.28,0.54,Online
Sports Direct,1185732,44270,Midwest,Michigan,Detroit,Women's Street Footwear,25,124,1970-01-01 03:00:03.100000,1240,0.4,Online
Sports Direct,1185732,44270,Midwest,Michigan,Detroit,Women's Athletic Footwear,29,91,2639,1970-01-01 03:00:01.266000,0.48,Online
Sports Direct,1185732,44270,Midwest,Michigan,Detroit,Men's Apparel,43,94,4042,2101.84,1970-01-01 03:00:00,Online
Sports Direct,1185732,2021-03-15 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,33,143,4719,3256.11,0.6900000000000001,Online
Sports Direct,1185732,2021-04-16 00:00:00,Midwest,Michigan,Detroit,Men's Street Footwear,32,181,5792,3475.2,0.6,Online
Sports Direct,1185732,2021-04-16 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,38,111,4218,2235.54,0.53,Online
Sports Direct,1970-01-01 03:19:45.732000,2021-04-16 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,27,135,3645,1530.8999999999999,0.42,Online
Sports Direct,1185732,2021-04-16 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,32,109,3488,1604.4799999999998,0.45999999999999996,Online
Sports Direct,1185732,44302,Midwest,Michigan,Detroit,Men's Apparel,45,120,5400,2700,0.5,Online
Sports Direct,1185732,2021-04-16 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,37,152,5624,3880.5600000000004,0.6900000000000001,Online
Sports Direct,1185732,2021-05-15 00:00:00,Midwest,Michigan,Detroit,Men's Street Footwear,48,207,9936,6060.96,0.61,Online
Sports Direct,1185732,2021-05-15 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,47,150,7050,3877.4999999999995,0.5499999999999999,Online
Sports Direct,1185732,44331,Midwest,Michigan,Detroit,Women's Street Footwear,1970-01-01 03:00:00.044000,133,5852,2340.8,0.4,Online
Sports Direct,1185732,44331,Midwest,Michigan,Detroit,Women's Athletic Footwear,42,1970-01-01 03:00:00.126000,5292,2646,0.5,Online
Sports Direct,1185732,44331,Midwest,Michigan,Detroit,Men's Apparel,52,124,1970-01-01 03:00:06.448000,3417.44,0.53,Online
Sports Direct,1185732,44331,Midwest,Michigan,Detroit,Women's Apparel,55,150,8250,1970-01-01 03:00:05.775000,0.7000000000000001,Online
Sports Direct,1185732,44364,Midwest,Michigan,Detroit,Men's Street Footwear,52,206,10712,6641.44,1970-01-01 03:00:00,Online
Sports Direct,1185732,2021-06-17 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,46,167,7682,4148.280000000001,0.54,Online
Sports Direct,1185732,2021-06-17 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,41,138,5658,2489.52,0.44,Online
Sports Direct,1185732,2021-06-17 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,43,158,6794,3261.12,0.48,Online
Sports Direct,1970-01-01 03:19:45.732000,2021-06-17 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,57,152,8664,4765.2,0.5499999999999999,Online
Sports Direct,1185732,2021-06-17 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,60,169,10140,6591,0.65,Online
Sports Direct,1185732,44392,Midwest,Michigan,Detroit,Men's Street Footwear,57,225,12825,7695,0.6,Online
Sports Direct,1185732,2021-07-15 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,53,189,10017,5108.67,0.51,Online
Sports Direct,1185732,2021-07-15 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,46,173,7958,3581.0999999999995,0.44999999999999996,Online
Sports Direct,1185732,2021-07-15 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,47,158,7426,3341.7,0.44999999999999996,Online
Sports Direct,1185732,44392,Midwest,Michigan,Detroit,Men's Apparel,1970-01-01 03:00:00.054000,143,7722,3938.2200000000003,0.51,Online
Sports Direct,1185732,44392,Midwest,Michigan,Detroit,Women's Apparel,62,1970-01-01 03:00:00.210000,13020,8983.800000000001,0.6900000000000001,Online
Sports Direct,1185732,44424,Midwest,Michigan,Detroit,Men's Street Footwear,55,263,1970-01-01 03:00:14.465000,9257.6,0.64,Online
Sports Direct,1185732,44424,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,195,9750,1970-01-01 03:00:04.875000,0.5,Online
Sports Direct,1185732,44424,Midwest,Michigan,Detroit,Women's Street Footwear,42,144,6048,2540.16,1970-01-01 03:00:00,Online
Sports Direct,1185732,2021-08-16 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,34,142,4828,2172.6,0.44999999999999996,Online
Sports Direct,1185732,2021-08-16 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,42,135,5670,3005.1000000000004,0.53,Online
Sports Direct,1185732,2021-08-16 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,45,176,7920,5385.6,0.68,Online
Sports Direct,1970-01-01 03:19:45.732000,2021-09-15 00:00:00,Midwest,Michigan,Detroit,Men's Street Footwear,42,232,9744,6138.72,0.63,Online
Sports Direct,1185732,2021-09-15 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,37,174,6438,3283.38,0.51,Online
Sports Direct,1185732,44454,Midwest,Michigan,Detroit,Women's Street Footwear,34,145,4930,2070.6,0.42,Online
Sports Direct,1185732,2021-09-15 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,34,119,4046,1820.6999999999998,0.44999999999999996,Online
Sports Direct,1185732,2021-09-15 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,41,128,5248,2624,0.5,Online
Sports Direct,1185732,2021-09-15 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,48,173,8304,5397.6,0.65,Online
Sports Direct,1185732,44486,Midwest,Michigan,Detroit,Men's Street Footwear,1970-01-01 03:00:00.049000,225,11025,6725.25,0.61,Online
Sports Direct,1185732,44486,Midwest,Michigan,Detroit,Men's Athletic Footwear,37,1970-01-01 03:00:00.167000,6179,3151.29,0.51,Online
Sports Direct,1185732,44486,Midwest,Michigan,Detroit,Women's Street Footwear,37,123,1970-01-01 03:00:04.551000,2047.9499999999998,0.44999999999999996,Online
Sports Direct,1185732,44486,Midwest,Michigan,Detroit,Women's Athletic Footwear,38,116,4408,1970-01-01 03:00:02.204000,0.5,Online
Sports Direct,1185732,44486,Midwest,Michigan,Detroit,Men's Apparel,48,112,5376,2956.7999999999997,1970-01-01 03:00:00,Online
Sports Direct,1185732,2021-10-17 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,52,137,7124,4986.8,0.7000000000000001,Online
Sports Direct,1185732,2021-11-16 00:00:00,Midwest,Michigan,Detroit,Men's Street Footwear,49,196,9604,6050.52,0.63,Online
Sports Direct,1185732,2021-11-16 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,42,145,6090,3349.4999999999995,0.5499999999999999,Online
Sports Direct,1970-01-01 03:19:45.732000,2021-11-16 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,43,120,5160,2321.9999999999995,0.44999999999999996,Online
Sports Direct,1185732,2021-11-16 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,41,138,5658,2772.42,0.49,Online
Sports Direct,1185732,44516,Midwest,Michigan,Detroit,Men's Apparel,59,126,7434,4088.6999999999994,0.5499999999999999,Online
Sports Direct,1185732,2021-11-16 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,59,169,9971,6879.990000000001,0.6900000000000001,Online
Sports Direct,1185732,2021-12-15 00:00:00,Midwest,Michigan,Detroit,Men's Street Footwear,55,255,14025,8555.25,0.61,Online
Sports Direct,1185732,2021-12-15 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,46,176,8096,4290.88,0.53,Online
Foot Locker,1185732,44545,Midwest,Michigan,Detroit,Women's Street Footwear,1970-01-01 03:00:00.048000,168,8064,3628.7999999999997,0.44999999999999996,Online
Foot Locker,1185732,44545,Midwest,Michigan,Detroit,Women's Athletic Footwear,48,1970-01-01 03:00:00.138000,6624,3179.52,0.48,Online
Foot Locker,1185732,44545,Midwest,Michigan,Detroit,Men's Apparel,55,143,1970-01-01 03:00:07.865000,4089.8,0.52,Online
Foot Locker,1185732,44545,Midwest,Michigan,Detroit,Women's Apparel,59,163,9617,1970-01-01 03:00:06.251000,0.65,Online
Foot Locker,1185732,44214,Midwest,Michigan,Detroit,Men's Street Footwear,27,156,4212,2106,1970-01-01 03:00:00,Online
Foot Locker,1185732,2021-01-18 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,29,123,3567,1676.49,0.47,Online
Foot Locker,1185732,2021-01-18 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,19,123,2337,1051.6499999999999,0.44999999999999996,Online
Foot Locker,1185732,2021-01-18 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,24,77,1848,960.96,0.52,Online
Foot Locker,1970-01-01 03:19:45.732000,2021-01-18 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,39,98,3822,1872.78,0.49,Online
Foot Locker,1185732,2021-01-18 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,29,123,3567,2247.21,0.63,Online
Foot Locker,1185732,44245,Midwest,Michigan,Detroit,Men's Street Footwear,29,182,5278,2797.34,0.53,Online
Foot Locker,1185732,2021-02-18 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,28,94,2632,1289.68,0.49,Online
Foot Locker,1185732,2021-02-18 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,19,113,2147,966.1499999999999,0.44999999999999996,Online
Foot Locker,1185732,2021-02-18 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24,70,1680,873.6,0.52,Online
Foot Locker,1185732,44245,Midwest,Missouri,St. Louis,Men's Apparel,1970-01-01 03:00:00.038000,88,3344,1504.8,0.44999999999999996,Online
Foot Locker,1185732,44245,Midwest,Missouri,St. Louis,Women's Apparel,28,1970-01-01 03:00:00.120000,3360,2116.8,0.63,Online
Foot Locker,1185732,44272,Midwest,Missouri,St. Louis,Men's Street Footwear,34,186,1970-01-01 03:00:06.324000,3225.2400000000002,0.51,Online
Foot Locker,1185732,44272,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34,87,2958,1970-01-01 03:00:01.331000,0.44999999999999996,Online
Foot Locker,1185732,44272,Midwest,Missouri,St. Louis,Women's Street Footwear,23,95,2185,1005.0999999999999,1970-01-01 03:00:00,Online
Foot Locker,1185732,2021-03-17 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,28,54,1512,771.12,0.51,Online
Foot Locker,1185732,2021-03-17 00:00:00,Midwest,Missouri,St. Louis,Men's Apparel,41,75,3075,1506.75,0.49,Online
Foot Locker,1185732,2021-03-17 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,34,102,3468,2254.2000000000003,0.65,Online
Foot Locker,1970-01-01 03:19:45.732000,2021-04-18 00:00:00,Midwest,Missouri,St. Louis,Men's Street Footwear,33,144,4752,2471.04,0.52,Online
Foot Locker,1185732,2021-04-18 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27,72,1944,952.56,0.49,Online
Foot Locker,1185732,44304,Midwest,Missouri,St. Louis,Women's Street Footwear,18,83,1494,732.06,0.49,Online
Foot Locker,1185732,2021-04-18 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,52,1196,621.9200000000001,0.52,Online
Foot Locker,1185732,2021-04-18 00:00:00,Midwest,Missouri,St. Louis,Men's Apparel,36,65,2340,1053,0.44999999999999996,Online
Foot Locker,1185732,2021-04-18 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,28,105,2940,1793.3999999999999,0.61,Online
Foot Locker,1185732,44335,Midwest,Missouri,St. Louis,Men's Street Footwear,1970-01-01 03:00:00.039000,180,7020,3580.2000000000003,0.51,Online
Foot Locker,1185732,44335,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34,1970-01-01 03:00:00.088000,2992,1406.24,0.47,Online
Foot Locker,1185732,44335,Midwest,Missouri,St. Louis,Women's Street Footwear,29,87,1970-01-01 03:00:02.523000,1160.58,0.45999999999999996,Online
Foot Locker,1185732,44335,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29,65,1885,1970-01-01 03:00:01.036000,0.55,Online
Foot Locker,1185732,44335,Midwest,Missouri,St. Louis,Men's Apparel,44,70,3080,1478.3999999999999,1970-01-01 03:00:00,Online
Foot Locker,1185732,2021-05-19 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,45,105,4725,2835,0.6,Online
Foot Locker,1185732,2021-06-18 00:00:00,Midwest,Missouri,St. Louis,Men's Street Footwear,32,168,5376,2903.04,0.54,Online
Foot Locker,1185732,2021-06-18 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27,91,2457,1130.2199999999998,0.45999999999999996,Online
Foot Locker,1970-01-01 03:19:45.732000,2021-06-18 00:00:00,Midwest,Missouri,St. Louis,Women's Street Footwear,23,113,2599,1273.51,0.49,Online
Foot Locker,1185732,2021-06-18 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,91,2093,1046.5,0.5,Online
Foot Locker,1185732,44365,Midwest,Missouri,St. Louis,Men's Apparel,38,102,3876,1744.1999999999998,0.44999999999999996,Online
Foot Locker,1185732,2021-06-18 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,42,142,5964,3876.6,0.65,Online
Foot Locker,1185732,2021-07-17 00:00:00,Midwest,Missouri,St. Louis,Men's Street Footwear,36,203,7308,4019.4000000000005,0.55,Online
Foot Locker,1185732,2021-07-17 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,33,130,4290,2016.3,0.47,Online
Foot Locker,1185732,44394,Midwest,Missouri,St. Louis,Women's Street Footwear,1970-01-01 03:00:00.029000,128,3712,1707.52,0.45999999999999996,Online
Foot Locker,1185732,44394,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29,1970-01-01 03:00:00.101000,2929,1552.3700000000001,0.53,Online
Foot Locker,1185732,44394,Midwest,Missouri,St. Louis,Men's Apparel,37,94,1970-01-01 03:00:03.478000,1704.22,0.49,Online
Foot Locker,1185732,44394,Midwest,Missouri,St. Louis,Women's Apparel,41,160,6560,1970-01-01 03:00:04.001000,0.61,Online
Foot Locker,1185732,44426,Midwest,Missouri,St. Louis,Men's Street Footwear,38,203,7714,3857,1970-01-01 03:00:00,Online
Foot Locker,1185732,2021-08-18 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,38,143,5434,2499.64,0.45999999999999996,Online
Foot Locker,1185732,2021-08-18 00:00:00,Midwest,Missouri,St. Louis,Women's Street Footwear,32,120,3840,1766.3999999999999,0.45999999999999996,Online
Foot Locker,1185732,2021-08-18 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24,91,2184,1201.2,0.55,Online
Foot Locker,1970-01-01 03:19:45.732000,2021-08-18 00:00:00,Midwest,Missouri,St. Louis,Men's Apparel,34,81,2754,1294.3799999999999,0.47,Online
Foot Locker,1185732,2021-08-18 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,36,128,4608,2995.2000000000003,0.65,Online
Foot Locker,1185732,44458,Midwest,Missouri,St. Louis,Men's Street Footwear,32,174,5568,2784,0.5,Online
Foot Locker,1185732,2021-09-19 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,28,100,2800,1316,0.47,Online
Foot Locker,1185732,2021-09-19 00:00:00,Midwest,Missouri,St. Louis,Women's Street Footwear,14,75,1050,514.5,0.49,Online
Foot Locker,1185732,2021-09-19 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,14,83,1162,615.86,0.53,Online
Foot Locker,1185732,44458,Midwest,Missouri,St. Louis,Men's Apparel,1970-01-01 03:00:00.023000,77,1771,832.37,0.47,Online
Foot Locker,1185732,44458,Midwest,Missouri,St. Louis,Women's Apparel,28,1970-01-01 03:00:00.095000,2660,1702.4,0.64,Online
Foot Locker,1185732,44487,Midwest,Missouri,St. Louis,Men's Street Footwear,34,131,1970-01-01 03:00:04.454000,2271.54,0.51,Online
